koi_disposition,orbital_period,transit_duration,transit_depth,planet_radius,stellar_logg,stellar_radius,insolation,eq_temp,mag,model_snr,ra,dec,mission,stellar_teff
CANDIDATE,502.25648,14.84,153.2,1.03,4.46,0.833,0.51,215,13.339,8.1,290.89395,45.71664,Kepler,
FALSE POSITIVE,7.508818,6.5,70.1,1.02,4.291,1.213,354.74,1107,11.878,7.4,297.74451,48.693668,Kepler,
FALSE POSITIVE,383.937324,2.884,627.7,7.9,3.53,3.207,5.43,389,13.588,10.8,290.57559,48.785881,Kepler,
CANDIDATE,10.7781558,3.005,121.3,1.24,4.402,1.123,186.22,942,15.267,7.9,292.9603,48.7005,Kepler,
FALSE POSITIVE,0.619618218,1.2517,50.3,3.34,3.314,4.717,50197.86,3818,13.705,4.4,295.60391,48.718151,Kepler,
FALSE POSITIVE,4.17363793,2.738,49.7,2.52,3.595,3.41,5511.8,2197,12.754,10.5,298.23053,48.794109,Kepler,
CANDIDATE,384.37706,15.139,1204.9,50.93,2.481,12.023,49.27,676,12.656,22.6,287.59253,48.886459,Kepler,
CANDIDATE,302.34971,4.978,622.3,1.98,4.564,0.794,0.44,208,15.222,8,290.6962,49.066078,Kepler,
FALSE POSITIVE,244.58323,12.822,408.3,2.33,4.417,1.125,2.72,328,15.934,7.1,287.72198,43.596432,Kepler,
FALSE POSITIVE,185.83013,10.14,72.6,1.01,4.286,1.187,4.42,370,12.218,8.1,284.69919,43.681171,Kepler,
FALSE POSITIVE,363.346158,4.911,896,22.36,3.002,7.619,19.65,537,13.971,10.7,291.10947,43.635181,Kepler,
FALSE POSITIVE,303.91225,15.37,479.5,1.97,4.513,0.887,0.81,242,15.264,12.4,294.85776,43.677929,Kepler,
FALSE POSITIVE,536.52197,4.458,293.9,3,3.973,1.794,1.31,273,12.101,9.7,280.33868,43.706039,Kepler,
FALSE POSITIVE,350.514,19.53,213.5,2.22,4.115,1.5,3.37,346,13.954,12,291.54568,43.789879,Kepler,
FALSE POSITIVE,431.51734,16.42,5332.7,10.28,4.294,1.312,1.6,287,13.922,206.2,284.72949,43.864216,Kepler,
FALSE POSITIVE,0.638697833,5.1609,141450,162.15,4.388,1.18,8720.57,2464,14.068,206.3,298.81052,40.540199,Kepler,
FALSE POSITIVE,539.214259,3.464,300.6,2.04,4.359,1.171,1.17,265,13.803,7.8,296.98615,40.67511,Kepler,
FALSE POSITIVE,343.56446,18.94,179.6,1.8,4.2,1.326,1.87,298,14.217,8.4,296.78223,40.835541,Kepler,
CANDIDATE,9.4609418,4.888,47.5,0.54,4.5,0.788,81.83,767,13.413,7.9,282.96545,40.922619,Kepler,
FALSE POSITIVE,54.432903,3.554,307.6,1.41,4.493,0.827,6.29,404,15.393,7.7,290.10568,41.13895,Kepler,
CANDIDATE,402.27493,15.67,294.5,1.73,4.486,0.95,1.11,262,14.619,11.1,290.4519,41.22551,Kepler,
FALSE POSITIVE,235.20613,6.989,642,1.71,4.648,0.679,0.66,230,15.917,6.8,288.43362,41.358391,Kepler,
FALSE POSITIVE,20.004714,2.952,115.7,0.89,4.534,0.848,26.19,577,14.437,6.7,293.7041,45.892509,Kepler,
CANDIDATE,22.6432436,0.806,550.4,2.12,4.516,0.891,35.77,624,15.581,8.2,284.67227,45.97382,Kepler,
FALSE POSITIVE,350.65158,7.976,248.1,1.31,4.56,0.833,0.83,243,14.375,8.2,285.71143,45.920658,Kepler,
FALSE POSITIVE,4.18587282,1.998,99.4,0.89,4.421,0.909,295.17,1057,14.525,9.3,300.38046,45.973549,Kepler,
CANDIDATE,275.5603,15.09,89.4,2.33,3.764,2.467,8.6,437,11.663,11.5,293.68533,46.095737,Kepler,
FALSE POSITIVE,2.178142613,0.906,172.7,1.22,4.527,0.898,1050.06,1452,14.652,16.1,288.14877,46.196911,Kepler,
CANDIDATE,188.881049,1.49,325.8,1.86,4.471,0.999,2.79,330,12.85,12.9,289.67508,46.131882,Kepler,
CANDIDATE,379.67276,9.662,253.9,1.33,4.563,0.824,0.88,247,14.44,7.9,291.45468,49.043289,Kepler,
FALSE POSITIVE,391.420272,3.84,236.7,1.61,4.46,0.949,1.01,256,12.879,10.3,290.57971,49.18998,Kepler,
CANDIDATE,278.38935,10.43,262.8,6.81,3.349,4.342,10.93,464,12.795,11.2,291.96802,49.115311,Kepler,
FALSE POSITIVE,185.243906,3.276,383.9,2.38,4.417,1.131,3.7,354,14.652,7.9,295.08365,49.170158,Kepler,
CANDIDATE,7.8687123,3.739,89.1,1.73,4.109,1.692,722.44,1323,13.41,9.1,295.59012,49.198601,Kepler,
CANDIDATE,9.9105786,5.945,99.5,1.19,4.442,1.076,170.47,922,14.863,9.2,285.74564,49.238869,Kepler,
CANDIDATE,43.9088053,6.265,297.8,7.33,3.402,4.303,144.75,885,13.589,13.7,285.08685,49.36282,Kepler,
FALSE POSITIVE,261.684363,3.892,817,1.46,4.713,0.526,0.22,175,14.864,8.3,291.67062,43.814461,Kepler,
FALSE POSITIVE,0.808106001,3.9174,7676.4,39.59,4.494,0.958,3631.91,1978,15.94,73.3,300.95416,43.991718,Kepler,
FALSE POSITIVE,391.33068,12.37,277.2,1.68,4.457,0.977,1.33,274,14.056,10.3,289.4827,44.17889,Kepler,
FALSE POSITIVE,320.5679455,15.3614,898.9,2.43,4.575,0.81,0.71,234,15.916,7.5,294.57861,44.21526,Kepler,
CANDIDATE,364.98242,12.346,533,3.12,4.404,1.116,1.73,293,14.324,13.1,295.16364,44.422211,Kepler,
CANDIDATE,0.58730021,0.82,421.1,2.39,4.438,1,141.6,878,14.01,23,301.6618,44.577499,Kepler,
FALSE POSITIVE,116.025744,3.539,1361,37.99,2.592,10.788,150.02,893,12.184,18.5,300.58768,44.681862,Kepler,
FALSE POSITIVE,85.9770426,1.919,1064,1.46,4.797,0.452,0.4,202,15.901,8,282.90985,41.502739,Kepler,
FALSE POSITIVE,370.94353,16.64,1071.3,27.77,4.588,0.776,0.64,228,15.048,14.6,288.81357,41.555119,Kepler,
CANDIDATE,280.55544,12.757,401.4,2.17,4.426,1.078,2.13,308,15.16,9.3,289.32593,41.749939,Kepler,
FALSE POSITIVE,30.6261927,1.107,162.6,1.55,4.244,1.197,43.61,655,13.891,6.6,283.24283,42.028561,Kepler,
FALSE POSITIVE,364.42189,38.14,2498,36.37,4.47,1.002,1.14,264,15.975,28.5,288.77316,42.137081,Kepler,
FALSE POSITIVE,440.584562,10.534,65.9,1.67,4.205,1.996,15.38,505,9.397,16.1,291.2955,42.44994,Kepler,
FALSE POSITIVE,269.331027,4.891,515.7,2.54,4.419,1.055,2.02,304,15.394,7.9,288.08368,42.676392,Kepler,
FALSE POSITIVE,25.3428696,1.51,230.5,1.85,4.398,1.172,58.81,706,15,7.5,292.9418,46.193691,Kepler,
FALSE POSITIVE,0.66234265,1.049,2359,5.13,4.438,1,4499.32,2089,17.332,12.4,294.08633,46.131641,Kepler,
FALSE POSITIVE,0.536654028,2.783,41,0.67,4.421,1.001,6574.04,2299,13.805,21.8,297.27579,46.132751,Kepler,
FALSE POSITIVE,1.08908149,2.262,130.7,0.69,4.639,0.614,386.2,1131,15.597,9.9,287.9549,46.298271,Kepler,
FALSE POSITIVE,77.97621155,2,421.1,2.39,4.438,1,141.6,878,14.703,23,292.16595,46.227631,Kepler,
FALSE POSITIVE,0.609668222,2.836,287.6,1.35,4.576,0.815,2491.57,1805,16.678,15.7,293.76086,46.231201,Kepler,
FALSE POSITIVE,3.55650403,6.862,132.3,0.56,4.819,0.427,26.66,580,15.802,11.8,297.16284,46.27631,Kepler,
CANDIDATE,4.40660737,2.107,70.7,0.86,4.47,1.001,415.56,1152,14.689,8.1,290.81824,49.30558,Kepler,
FALSE POSITIVE,0.527673051,1.631,28.3,1.43,3.738,2.637,63629.23,4056,13.699,13.5,292.54663,49.543373,Kepler,
FALSE POSITIVE,117.140785,3.401,337.1,15.87,2.932,8.243,130.52,862,13.015,8.5,295.14056,49.55706,Kepler,
FALSE POSITIVE,0.590281548,2.72,21.6,0.68,4.196,1.315,11597.35,2643,12.174,20.6,286.47849,49.64114,Kepler,
FALSE POSITIVE,4.5647147,13.395,99.3,1.04,4.433,0.99,387.76,1131,14.095,18,292.65387,49.644138,Kepler,
FALSE POSITIVE,372.086704,3.686,2494,38.4,4.411,1.093,1.51,283,15.279,18,291.88229,49.748161,Kepler,
FALSE POSITIVE,363.448167,6.013,2124,37.03,4.411,1.093,1.56,285,15.279,19.4,291.88229,49.748161,Kepler,
FALSE POSITIVE,348.68162,10.959,309.3,2.09,4.386,1.155,1.96,302,13.971,11.9,284.19217,44.762112,Kepler,
CANDIDATE,353.01861,15.583,375.1,2.25,4.386,1.155,1.93,301,13.971,14.9,284.19217,44.762112,Kepler,
FALSE POSITIVE,345.128277,15.925,324.4,1.94,4.442,1.076,1.5,282,14.495,11.4,289.29507,44.71656,Kepler,
FALSE POSITIVE,370.38642,23.94,186.2,2.12,4.134,1.555,2.74,328,13.732,13.9,294.13348,44.71735,Kepler,
FALSE POSITIVE,267.970682,11.48,357.7,1.7,4.519,0.897,1.45,280,14.077,10.4,289.48599,44.886089,Kepler,
CANDIDATE,370.98253,17.84,552.3,119.96,4.013,1.63,3.07,338,13.936,15.7,298.21265,44.80479,Kepler,
FALSE POSITIVE,417.829033,15.05,500.8,2.19,4.485,0.975,0.9,248,15.499,8.9,285.94116,44.994148,Kepler,
FALSE POSITIVE,368.5224,36.29,1330.2,26.7,4.473,0.941,1.09,260,15.564,22.7,293.7084,43.08815,Kepler,
FALSE POSITIVE,371.4589776,10.0734,456.6,2.22,4.427,1.033,1.51,283,14.28,10.8,291.19321,43.475128,Kepler,
CANDIDATE,338.00692,16.745,544.3,2.09,4.502,0.898,0.91,249,15.023,15.3,295.22299,43.590439,Kepler,
FALSE POSITIVE,34.9989085,1.764,427.1,1.65,4.653,0.648,4.74,376,15.326,7.5,282.90509,43.871769,Kepler,
CANDIDATE,432.42787,19.63,110.3,1.14,4.46,1.009,1.07,259,13.814,6,289.66574,43.879459,Kepler,
FALSE POSITIVE,386.78734,15.51,743.7,2.34,4.484,0.847,0.6,224,15.876,10.3,295.49759,43.909611,Kepler,
FALSE POSITIVE,449.557346,17.227,1193.1,55.33,2.51,15.075,64.05,721,13.81,28.4,289.64142,44.224751,Kepler,
CANDIDATE,1.001916708,1.256,70.9,0.62,4.613,0.734,1352.47,1545,14.985,8.3,297.69662,46.264679,Kepler,
FALSE POSITIVE,2.21568076,1.515,43.6,0.57,4.478,0.836,550.44,1236,13.805,6.9,286.80914,46.390411,Kepler,
CANDIDATE,0.862329309,1.044,140.9,1.09,4.528,0.899,2623.55,1825,15.769,10.8,287.81287,46.340569,Kepler,
FALSE POSITIVE,3.850304552,1.5337,158,0.28,5.044,0.224,6.44,407,15.61,5.3,289.24158,46.359711,Kepler,
CANDIDATE,432.96905,20.76,257.9,1.43,4.538,0.886,0.55,219,14.942,8.1,292.41211,46.36388,Kepler,
CANDIDATE,372.15035,21.23,457.4,1.74,4.57,0.812,0.69,232,15.138,12.3,292.48166,46.371479,Kepler,
FALSE POSITIVE,1.07383154,4.846,31355,137.54,3.789,2.859,48979.38,3791,14.902,137.3,292.64063,46.388039,Kepler,
FALSE POSITIVE,0.719741,2.628,32.2,0.57,4.486,0.993,4398.76,2074,8.777,6.5,289.7356,49.859787,Kepler,
CANDIDATE,405.35457,10.778,545.6,2.11,4.487,0.906,0.69,232,15.328,10.2,292.58734,49.834469,Kepler,
FALSE POSITIVE,1.47623061,2.032,39.1,0.71,4.409,1.112,2484.49,1802,14.063,9.7,296.97861,49.817329,Kepler,
FALSE POSITIVE,0.520227316,1.7939,68633,50.41,4.438,1,6193.15,2264,19.174,122.3,297.04431,49.9702,Kepler,
FALSE POSITIVE,36.3192885,2.601,400.2,25.43,2.706,12.39,933.26,1410,13.56,8.6,286.56653,50.08947,Kepler,
FALSE POSITIVE,1.901655058,4.6545,87321,89.89,4.102,1.704,5467.3,2192,15.064,190.6,294.45728,50.03027,Kepler,
CANDIDATE,9.4640413,6.999,209.9,1.28,4.534,0.881,117.23,839,15.807,9.4,286.12177,50.279449,Kepler,
FALSE POSITIVE,331.92622,10.84,809,2.25,4.577,0.798,0.72,235,15.986,8.7,287.04742,44.987968,Kepler,
FALSE POSITIVE,346.31688,21.92,1435,5.21,4.408,1.068,1.42,278,15.386,17,287.33807,44.918709,Kepler,
FALSE POSITIVE,365.61087,16.102,1116,4.42,4.408,1.068,1.32,273,15.386,12.3,287.33807,44.918709,Kepler,
FALSE POSITIVE,259.85736,24.04,307.7,1.33,4.61,0.744,0.74,237,14.458,14.2,289.86804,44.96003,Kepler,
FALSE POSITIVE,5.29731736,3.341,167.5,1.13,4.54,0.877,226.1,989,15.654,8.7,296.42264,44.976181,Kepler,
FALSE POSITIVE,447.97028,10.857,512.7,2,4.53,0.887,0.67,230,15.152,9.2,287.10013,45.00631,Kepler,
FALSE POSITIVE,374.80095,10.691,144.4,1.53,4.214,1.234,1.59,286,12.283,11.4,289.75296,45.00629,Kepler,
CANDIDATE,389.875816,3.336,2134,3.76,4.588,0.79,0.44,207,15.953,8.9,300.69672,44.298409,Kepler,
CANDIDATE,385.858683,12.071,548.4,3.23,4.367,1.195,1.92,300,13.993,21.2,296.40787,44.77364,Kepler,
CANDIDATE,0.757261281,0.905,36.5,0.58,4.479,0.953,3119.75,1908,14.024,10.2,284.29565,44.895859,Kepler,
FALSE POSITIVE,172.280975,12.24,313.8,1.6,4.538,0.869,1.95,301,15.112,10.2,286.86218,45.151569,Kepler,
CANDIDATE,367.0896,28.02,2092.3,35.3,4.429,1.1,1.48,281,15.267,27.7,287.86737,45.321289,Kepler,
CANDIDATE,66.67305,6.381,472.1,2.64,4.369,1.19,20.35,542,14.634,9.6,293.68979,45.549332,Kepler,
FALSE POSITIVE,244.547128,3.59,587,1.74,4.612,0.736,0.64,228,15.492,6.4,287.89438,45.606468,Kepler,
FALSE POSITIVE,1.27228771,2.099,82.9,0.63,4.64,0.686,624.11,1275,15.457,9.5,294.77216,46.377731,Kepler,
FALSE POSITIVE,1.886002102,1.021,47.4,0.65,4.485,0.925,997.72,1433,14.007,7.6,295.39212,46.329639,Kepler,
FALSE POSITIVE,386.35444,9.594,129.6,1.43,4.319,1.177,1.6,287,12.458,10.9,291.97656,46.414631,Kepler,
FALSE POSITIVE,371.21454,19.4,1780,28.21,4.557,0.85,0.47,212,15.713,14.4,291.98297,46.486462,Kepler,
FALSE POSITIVE,365.5435,14.78,753.1,3.04,4.426,1.076,1.51,283,15.397,13.4,292.05267,46.43021,Kepler,
FALSE POSITIVE,7.02932339,2.853,81.6,0.92,4.473,1.022,212.66,974,14.27,8.7,291.9935,46.516071,Kepler,
FALSE POSITIVE,19.229478,4.68,115.8,1.97,4.113,1.712,209.42,970,14.429,8.1,294.47092,46.592979,Kepler,
FALSE POSITIVE,38.35312,2.9,3090,5.57,4.449,1.004,22.73,557,15.457,8.6,294.21954,50.260738,Kepler,
FALSE POSITIVE,114.661733,2.784,281.8,1.38,4.562,0.712,2.37,316,14.077,7.3,295.80801,50.227188,Kepler,
FALSE POSITIVE,313.19875,8.603,721,1.95,4.618,0.73,0.51,216,15.693,9.6,293.5318,50.311291,Kepler,
FALSE POSITIVE,134.370692,8.73,432.6,1.95,4.505,0.94,3.58,351,15.541,8.1,294.07483,50.39724,Kepler,
FALSE POSITIVE,2.52123022,4.739,145.9,9.68,4.745,0.52,65.58,726,15.521,8.9,286.409,50.41811,Kepler,
FALSE POSITIVE,47.4314857,4.511,172.8,8.83,3.12,6.891,265.1,1029,11.765,10.3,289.09659,50.427181,Kepler,
FALSE POSITIVE,6.0962602,10.4,30.4,0.62,4.466,1.03,284.96,1048,13.723,10,296.14963,50.46661,Kepler,
FALSE POSITIVE,472.6038,12.15,672,2.28,4.548,0.863,0.54,218,15.975,7.7,290.36932,45.009258,Kepler,
FALSE POSITIVE,371.51852,30.94,263,2.28,4.377,1.089,1.53,284,13.731,17,293.064,45.03421,Kepler,
FALSE POSITIVE,323.66542,20.37,1178,1.58,4.779,0.466,0.07,133,15.466,9.1,296.79715,45.027962,Kepler,
CANDIDATE,295.06066,16.18,72.2,0.64,4.524,0.762,0.7,233,11.922,10.4,286.94946,45.142139,Kepler,
FALSE POSITIVE,367.01607,15.48,738.6,2.46,4.545,0.863,0.85,245,15.168,11.2,285.66858,45.45433,Kepler,
FALSE POSITIVE,568.08251,13.608,508.3,2.14,4.403,0.95,0.42,205,12.933,18.1,290.3038,45.443291,Kepler,
FALSE POSITIVE,3.0447752,7.35,74.9,0.68,4.591,0.78,299.07,1061,15.964,8.6,293.66754,45.498451,Kepler,
FALSE POSITIVE,456.55308,4.435,116.2,1.48,4.161,1.298,1.26,270,11.858,7.3,298.90518,45.61084,Kepler,
FALSE POSITIVE,209.941369,2.97,477.3,14.36,2.988,6.69,42.43,651,13.066,10.2,283.77472,45.910831,Kepler,
FALSE POSITIVE,49.763624,2.749,412,2.43,4.361,1.187,28.31,588,14.867,6.8,294.48926,46.140121,Kepler,
FALSE POSITIVE,320.347208,7.159,262.8,1.58,4.497,0.943,1.33,274,13.996,8.8,295.90207,46.116138,Kepler,
CANDIDATE,191.03728,3.595,1607,3.54,4.497,0.901,1.58,286,16.652,7,293.6839,46.265541,Kepler,
FALSE POSITIVE,358.74318,19.76,760.5,2.25,4.566,0.826,0.6,224,14.806,15.9,291.28595,46.920551,Kepler,
FALSE POSITIVE,0.660663034,2.81,134,1.32,4.397,1.134,7605.89,2385,14.784,23.3,298.15732,47.29166,Kepler,
FALSE POSITIVE,14.3400358,5.7,1706,0.68,5.149,0.174,0.89,248,18.013,8,294.7959,46.521626,Kepler,
FALSE POSITIVE,0.505079006,1.36737,28078,86.41,3.822,1.843,19181.12,2997,15.992,665.5,282.509,46.634441,Kepler,
FALSE POSITIVE,7.19680984,1.683,50.5,1.2,4.112,1.676,625.53,1275,13.118,10,289.91638,46.677559,Kepler,
FALSE POSITIVE,1.33257715,5.158,27.1,0.44,4.559,0.837,1378.01,1553,13.454,15.5,294.85934,46.635689,Kepler,
FALSE POSITIVE,1.33254428,3.122,162.2,0.93,4.543,0.734,981.02,1427,15.84,18.1,294.94775,46.671951,Kepler,
FALSE POSITIVE,424.623345,9.666,5132.1,8.13,4.454,1.017,1.17,265,15.513,60.2,295.06592,46.686432,Kepler,
FALSE POSITIVE,1.456383399,11.838,212.2,52.87,3.665,2.646,12950.97,2721,13.401,94,299.0531,46.620392,Kepler,
CANDIDATE,71.10684,6.933,128.4,1.42,4.315,1.224,17.68,523,13.74,10.5,290.03943,50.768501,Kepler,
CANDIDATE,77.177672,2.312,318.6,1.29,4.551,0.749,2.7,327,14.427,8,295.57001,50.9049,Kepler,
CANDIDATE,0.805941833,1.4432,3180.4,29.85,4.597,0.672,1189.65,1498,14.169,55.4,291.55447,51.043201,Kepler,
FALSE POSITIVE,0.608074963,0.879,117.5,1.15,4.441,1.044,7350.47,2362,15.326,10.8,296.6366,51.22134,Kepler,
FALSE POSITIVE,0.559643825,0.677,1812.6,27.21,4.521,0.774,2854.44,1860,15.36,130.7,287.71039,51.317638,Kepler,
FALSE POSITIVE,0.502446098,1.803,11.4,0.43,4.311,1.197,12572.01,2705,12.54,10.1,291.09753,51.310925,Kepler,
CANDIDATE,8.2766028,4.834,73.1,2.48,3.762,2.753,1639.28,1623,12.43,10,290.87411,51.685181,Kepler,
FALSE POSITIVE,256.45616,35.35,17283,9.44,4.628,0.646,0.22,175,15.745,14.4,299.53513,45.44186,Kepler,
FALSE POSITIVE,138.629025,4.93,421.1,2.39,4.438,1,141.6,878,10.555,23,291.26102,45.63747,Kepler,
CANDIDATE,185.97534,8.744,54.5,2.76,3.628,3.638,53.05,688,10.554,2.6,285.32791,45.753738,Kepler,
FALSE POSITIVE,388.519605,10.613,151.2,2.3,3.985,1.825,3.56,350,11.543,15.1,291.07208,45.879307,Kepler,
FALSE POSITIVE,60.049737,20.17,16650,28.92,4.607,0.663,2.47,320,16.675,17.5,294.00723,45.953941,Kepler,
CANDIDATE,5.8877038,4.009,39.7,0.6,4.495,0.947,262.67,1026,13.811,9.3,293.43494,46.03944,Kepler,
FALSE POSITIVE,237.26601,8.74,150.4,1.23,4.402,1.007,1.89,299,11.594,8.6,291.84842,46.339661,Kepler,
FALSE POSITIVE,0.93371211,4.76,126.2,0.75,4.591,0.696,715.48,1318,15.393,14.3,292.71887,47.47094,Kepler,
FALSE POSITIVE,461.13781,12.91,408.2,1.26,4.663,0.636,0.21,173,15.69,7.4,287.14548,47.686989,Kepler,
FALSE POSITIVE,0.93376089,3.027,27.3,0.57,4.426,1.078,4286.78,2064,14.388,9.7,292.15829,47.67271,Kepler,
FALSE POSITIVE,367.761848,4.891,428,20.06,2.897,9.888,35.55,623,10.736,9.8,290.87155,47.753368,Kepler,
FALSE POSITIVE,378.65484,11.3,247.8,1.53,4.463,0.97,1.04,258,14.872,6.8,285.24338,47.812592,Kepler,
FALSE POSITIVE,384.356448,3.872,715.7,3.03,4.445,0.994,1,255,14.391,13.2,293.77362,50.12447,Kepler,
FALSE POSITIVE,1.75647084,2.538,69.5,0.69,4.561,0.833,924.14,1405,14.723,10.9,296.14072,50.279949,Kepler,
CANDIDATE,1.98514635,1.625,233.4,1.28,4.559,0.845,675.28,1299,15.988,11,282.03058,46.750809,Kepler,
FALSE POSITIVE,1.33259003,3.962,11.9,0.69,4.146,1.935,16962.04,2909,10.886,7.4,295.16165,46.750637,Kepler,
FALSE POSITIVE,1.33254024,3.16,35.8,0.59,4.511,0.887,1777.13,1658,14.282,12.1,295.17673,46.721409,Kepler,
CANDIDATE,1.33199285,4.33,421.1,2.39,4.438,1,141.6,878,15.024,23,295.20798,46.786221,Kepler,
FALSE POSITIVE,1.33255492,3.63,66.6,0.92,4.417,1.095,2765.99,1850,15.27,10.1,295.29987,46.739471,Kepler,
FALSE POSITIVE,1.33259095,4.947,105.5,1.14,4.448,1.038,2349.35,1776,15.98,13.6,295.30023,46.797009,Kepler,
CANDIDATE,5.82561701,3.246,142.8,1.21,4.459,0.967,273.08,1037,15.449,9.2,297.58023,46.719952,Kepler,
FALSE POSITIVE,234.524445,3.9,876,2.33,4.613,0.727,0.62,226,15.8,6.8,288.6127,51.770439,Kepler,
FALSE POSITIVE,317.74527,17.54,206.6,2.1,4.08,1.333,3.03,336,13.385,13.6,290.37881,37.481419,Kepler,
CANDIDATE,419.2615,21.53,287.8,1.7,4.379,0.975,1.02,256,14.547,10.1,286.61917,37.62624,Kepler,
FALSE POSITIVE,18.384953,5.92,92.9,1.36,4.214,1.401,136.82,872,11.871,6,291.38812,37.990219,Kepler,
FALSE POSITIVE,1.085965104,10.716,10579,29.66,4.152,2.404,371873.86,6297,15.799,675.9,291.42249,38.535229,Kepler,
FALSE POSITIVE,308.185801,3.689,708.7,2.12,4.581,0.813,0.66,230,14.664,9.5,288.10904,38.652012,Kepler,
CANDIDATE,141.400279,3.031,790.1,41.55,2.609,14.907,188.78,945,12.783,12.9,295.80203,38.797932,Kepler,
FALSE POSITIVE,398.71694,21.6,893.9,21.25,4.594,0.771,0.42,205,14.966,13.7,292.2626,46.571239,Kepler,
FALSE POSITIVE,241.8591,12.77,659,2.81,4.283,1.088,2.34,315,13.243,9.7,290.15576,46.631199,Kepler,
FALSE POSITIVE,353.04037,14.102,239.6,1.04,4.635,0.668,0.35,196,13.859,11.2,294.54276,46.669083,Kepler,
FALSE POSITIVE,522.33888,13.53,423.7,5.65,3.606,2.816,2.69,327,13.902,12,282.47763,46.754169,Kepler,
FALSE POSITIVE,473.56314,5.087,327.4,5.39,3.722,2.937,9.65,449,13.065,8.7,283.13617,46.788219,Kepler,
FALSE POSITIVE,1.332565736,6.0828,2319.8,33.69,4.494,0.958,1849.94,1674,15.625,301.7,295.24326,46.794891,Kepler,
FALSE POSITIVE,385.39743,21.69,132.3,1.59,4.175,1.336,1.57,285,13.114,10.9,296.37497,46.806492,Kepler,
FALSE POSITIVE,272.5428809,3.0246,807.2,2.35,4.563,0.828,1,255,15.111,5.7,294.92795,50.662369,Kepler,
CANDIDATE,229.957537,7.59,400,43.78,3.978,2.057,9.22,444,10.505,10.2,295.97794,50.771481,Kepler,
FALSE POSITIVE,0.9439372,7.27446,279440,88.91,4.126,1.365,6347.81,2273,13.726,6351.7,299.42685,46.70015,Kepler,
CANDIDATE,7.2681817,4.985,46.7,1.66,3.89,2.219,1027.95,1444,13.729,9.7,285.30768,46.829803,Kepler,
FALSE POSITIVE,1.075158342,1.295,30.2,20.09,1.541,38.446,565413.02,6988,12.032,8,286.83789,46.830837,Kepler,
FALSE POSITIVE,1.33255801,4.74,48.7,0.62,4.452,0.892,1025.1,1443,15.305,8.7,295.15332,46.828011,Kepler,
FALSE POSITIVE,1.33250451,4.143,27.4,0.62,4.364,1.157,3726.12,1993,13.793,11.6,295.30353,46.80574,Kepler,
CANDIDATE,376.37989,13.99,1140,3.26,4.488,0.955,1.16,265,15.632,13.3,291.60455,46.973289,Kepler,
FALSE POSITIVE,453.64875,18.34,523.4,2.18,4.509,0.925,0.77,239,15.677,9,293.19342,46.91655,Kepler,
FALSE POSITIVE,0.594274521,2.162,4691.5,8.7,4.417,1.125,8367.99,2436,15.676,83.9,291.49051,39.04866,Kepler,
FALSE POSITIVE,239.179477,2.93,750.9,18.27,3.063,6.877,27.38,583,13.265,12.1,291.40619,39.184292,Kepler,
FALSE POSITIVE,405.65377,11.02,521,2.03,4.528,0.887,0.87,246,15.24,7.7,294.93173,39.36182,Kepler,
FALSE POSITIVE,73.992267,5.692,225.6,2.86,3.878,1.895,20.98,546,13.791,7.9,293.22186,39.430443,Kepler,
FALSE POSITIVE,361.901618,4.984,184.1,0.95,4.603,0.717,0.37,198,12.673,8.5,290.37891,39.694,Kepler,
FALSE POSITIVE,508.04103,5.398,371.7,1.89,4.503,0.965,0.53,217,13.942,9.9,288.97824,39.750259,Kepler,
FALSE POSITIVE,309.933134,7.165,176.1,1.8,4.325,1.262,2.43,319,13.147,8.3,289.16815,39.829182,Kepler,
FALSE POSITIVE,266.977677,8.59,389.6,7.86,3.595,3.41,21.53,549,13.357,16,296.23184,46.909012,Kepler,
CANDIDATE,367.947848,4.249,1301,3.72,4.561,0.855,0.64,228,15.719,10.7,297.73398,46.961529,Kepler,
FALSE POSITIVE,236.2577689,3.3549,168.4,2.69,3.952,2.054,10.61,460,12.885,5.3,293.50534,47.018719,Kepler,
FALSE POSITIVE,330.80879,21.669,274.8,2.13,4.382,1.066,1.67,290,11.976,24.4,293.56528,47.09362,Kepler,
FALSE POSITIVE,522.64613,17.77,648.1,0.8,4.939,0.318,0.02,92,15.279,10.5,294.46457,47.045441,Kepler,
FALSE POSITIVE,392.94247,11.055,120.3,1.6,4.073,1.44,3.43,347,12.152,10,288.39456,47.264351,Kepler,
FALSE POSITIVE,373.89398,27.66,730,2.51,4.574,0.699,0.42,206,14.911,18.5,290.93597,47.29073,Kepler,
FALSE POSITIVE,8.5898708,4.806,87.7,1.11,4.296,1.088,176.4,929,14.478,8.4,298.74921,46.973351,Kepler,
FALSE POSITIVE,0.527698548,3.2221,1579.2,29.35,4.529,0.903,4500.53,2088,14.082,453.3,297.18875,47.093819,Kepler,
CANDIDATE,1.73984941,3.114,48.5,0.72,4.444,1.031,1585.81,1608,14.757,10.6,286.50937,47.163219,Kepler,
FALSE POSITIVE,0.681401611,0.865,103.6,1.07,4.447,1.041,5713.41,2218,15.385,12.3,294.16489,47.176281,Kepler,
CANDIDATE,333.486169,3.199,639.1,19.3,2.992,7.824,22.68,557,10.998,14,296.76288,47.145142,Kepler,
FALSE POSITIVE,4.85603482,3.078,76.7,1.05,4.385,1.193,607.42,1266,14.826,8.2,297.00977,47.121021,Kepler,
