koi_disposition,orbital_period,transit_duration,transit_depth,planet_radius,stellar_logg,stellar_radius,insolation,eq_temp,mag,model_snr,ra,dec,mission,stellar_teff
FALSE POSITIVE,3.0958985,1.8584684,10354.9917,19.2443952,4.3,1.25844,1246.352843,1515.409487,12.0516,,335.53692,-30.763927,TESS,6764
FALSE POSITIVE,4.11641125,8.4494541,6007.870302,11.625865,4.12397,1.43565,49.504685,676.5210666,11.8831,,255.328342,51.529396,TESS,5635.75
CONFIRMED,4.11641125,6.1120058,855.5836036,4.1844083,4.24509,1.39619,0.9694479,253.0759438,8.40302,,253.784885,20.491524,TESS,6329
CONFIRMED,11.6207544,5.6290584,486.0090375,3.207554,4.24509,1.39619,239.281495,1003.106462,8.40302,,253.784885,20.491524,TESS,6329
CONFIRMED,1.3382314,2.1560676,27137.09201,14.8542602,4.46024,0.894974,1188.621855,1497.547744,11.8295,,353.562915,-42.061779,TESS,5436
FALSE POSITIVE,4.11641125,4.4875335,4111.223483,18,4.28122,1.23623,82.7545001,769.2502648,9.85317,,247.657124,56.399869,TESS,5879
CANDIDATE,716.3497402,3.612,867,2.90826,4.46148,0.97,0.0174179,101,9.84325,,196.736409,16.54934,TESS,5645.84
CONFIRMED,20.2254946,2.2719961,712.14897,1.9090249,4.6,0.697547,10.4016117,458.0310383,10.0534,,116.973103,-71.001967,TESS,4465
CONFIRMED,11.3071786,2.824,264,1.02968,4.6,0.7,18.9311,581,10.0534,,116.973103,-71.001967,TESS,4465
FALSE POSITIVE,0.98656,0.724,390,3.78687,3.99,1.64,574.294,1363,10.3338,,352.192845,-76.636896,TESS,5522
CANDIDATE,1.0361758,2.93,348,2.62395,4.2,1.5,18869.1,3265,9.14425,,337.887071,-23.16505,TESS,6413
CANDIDATE,58.9970907,5.722,2725,10.50417995,4.33418,1.23,355.909,1175.803988,9.456,,350.491313,-40.174352,TESS,5788.7
CANDIDATE,82.7899763,5.8475847,1017.854417,3.1369358,4.5616,0.957772,6.459129,406.5961278,9.4088,,103.422149,-73.075713,TESS,6115
CONFIRMED,17.1019622,3.357,11430,10.1067,4.4,0.93,20.0982,589,11.584,,31.690742,-81.247376,TESS,5302.3
CANDIDATE,6.5346715,3.304,6370,10.7773,3.35,1.33,121.853,925,11.7944,,94.278691,-52.338502,TESS,5424
CANDIDATE,11.6700285,2.0534143,2783.790522,2.0205499,4.79912,0.380272,4.0210338,361.1637726,11.3018,,343.708612,-18.912445,TESS,3644
CANDIDATE,7.2011383,2.1444681,1662.839831,1.7056002,4.79912,0.380272,7.6541813,424.2232195,11.3018,,343.708612,-18.912445,TESS,3644
CONFIRMED,2.2088214,2.544,7770,11.6656,4.27,1.26,1052.08,1586,11.8699,,172.858645,-41.689518,TESS,5960.4
CANDIDATE,4.7150942,2.436,7460,7.48939,4.67,0.57,118.46,919,13.3666,,62.671535,-32.99244,TESS,3798
CANDIDATE,7.4972297,3.589,14480,11.9137,4.43,1,143.814,964,12.2015,,139.741548,-15.30808,TESS,5596.2
CANDIDATE,14.2197641,6.416,2390,8.78678,3.97,1.83,215.552,1067,12.3462,,54.221383,-60.061476,TESS,6115
CANDIDATE,7.9980831,3.047,3960,10.9403,3.97,1.7,97.3629,875,12.1385,,49.154193,-48.107918,TESS,5556
CONFIRMED,7.7119842,4.058,3176,10.7188,4.03,1.83,536.15,1340,10.1757,,230.230416,-33.69246,TESS,6458
CONFIRMED,2.994263,6.9172309,1120.649236,11.5655979,4.33418,3.22859,619.5809037,1272.460341,11.2347,,290.619895,60.853904,TESS,4784
CONFIRMED,22.6539607,3.468,11530,12.2765,4.33,1.12,13.8485,537,11.7024,,81.344582,-34.668249,TESS,5523
CANDIDATE,9.7728388,7.4907772,2279.700318,12.0232332,3.66,2.43731,670.6896654,1297.92666,11.9507,,105.762026,-55.368285,TESS,5636.8
CANDIDATE,2.8392793,1.4011791,35229.70983,10.4761821,4.438,0.54933,45.5594673,662.6197999,14.6253,,2.568852,-26.282408,TESS,3642
FALSE POSITIVE,1.6471574,1.033,3880,6.06894,4.64,0.73,362.237,1215,11.8012,,42.261441,-16.557655,TESS,5027
FALSE POSITIVE,0.87741,0.472,12050,8.59148,4.64,0.62,26.3008,630,12.722,,306.843521,-53.220653,TESS,3495
FALSE POSITIVE,3.9471567,1.699,1880,3.86968,4.47,0.84,71.367,809,11.1581,,86.458859,-32.947641,TESS,4794
CANDIDATE,3.2553185,2.061,1920,6.72917,4.28,1.25,362.749,1215,12.2539,,58.616173,-31.344895,TESS,5927
CANDIDATE,8.3129806,4.171,2680,10.7065,3.86,2.03,237.935,1094,12.2766,,257.715033,-75.729992,TESS,5929
CANDIDATE,1.0526157,1.5288415,358.5076064,1.4203085,4.54,0.758575,706.2654804,1314.806204,10.3759,,43.884794,-34.977975,TESS,4621
CANDIDATE,42.1289893,4.6130523,961.655867,2.3404732,4.54,0.758575,5.1588515,384.3775426,10.3759,,43.884794,-34.977975,TESS,4621
CANDIDATE,3.3311975,3.705,12390,14.877,4.33,1.33,1437.43,1715,11.5584,,88.092907,-13.372469,TESS,6605
CANDIDATE,1.2043785,1.047,1170,4.985,4.3,1.38,1124.6,1613,11.6884,,86.254678,-13.326617,TESS,6595
CANDIDATE,10.090259,1.7502645,2585.786246,10.50417995,3.44247,1.23,94.864241,795.9675881,9.4688,,46.197914,-73.396374,TESS,5454.42
CANDIDATE,8.6251769,2.704,1690,7.55444,4.35,1.08,161.98,993,10.6477,,97.408122,-21.994385,TESS,5484
CANDIDATE,4.8714085,2.643,1180,3.8394,4.35,1.08,350.476,1205,10.6477,,97.408122,-21.994385,TESS,5484
CANDIDATE,1.6804461,1.099,2020,5.37039,4.41,1.04,833.25,1496,11.0863,,87.373285,-25.375613,TESS,5695
CANDIDATE,5.7517969,3.0489623,701.5728877,6.2303216,3.97,1.97616,1308.688047,1534.012094,11.895,,103.245394,-67.53926,TESS,6510.3
FALSE POSITIVE,0.5109902,0.709,2720,9.54792,4.13,1.53,4048.85,2222,11.9951,,192.32172,-21.333033,TESS,6095
CANDIDATE,1.2709769,2.335,1400,4.10761,4.39,1.17,4096.84,2228,11.7959,,199.021029,-33.76396,TESS,6296
CANDIDATE,3.66275,3.096,970,3.52758,4.33,1.22,782.333,1473,11.7118,,79.61789,-28.00593,TESS,6150
CANDIDATE,7.0924883,2.869,5540,12.2608,4.17,1.58,200.057,1047,11.4586,,197.200536,-31.499464,TESS,6493
FALSE POSITIVE,1.1258127,0.374,1440,13.1558,4.36,1.24,570.852,1361,11.5137,,196.285834,-31.985378,TESS,6423
CANDIDATE,5.1858,7.191,4550,18.5118,3.64,2.7,1753.41,1802,11.0331,,83.818664,6.587708,TESS,6130
FALSE POSITIVE,4.534451,4.936391,23574.84291,23.183789,4.19,1.47459,1003.703259,1435.559122,11.2932,,358.444734,-10.884958,TESS,6421.5
FALSE POSITIVE,22.84518,7.215,9210,15.1752,4.08,1.57,91.9765,862,11.9961,,46.659674,-66.007932,TESS,5963.1
CANDIDATE,8.71546,3.934,12010,12.1387,4.36,1.06,103.489,888,11.9196,,184.982551,-27.284837,TESS,5395
CANDIDATE,6.9444047,2.7056073,5264.928074,13.4708551,4.19,1.41945,449.6608267,1174.467527,12.3715,,34.954262,-62.503817,TESS,6104.5
CANDIDATE,5.5436298,3.879,5400,13.5659,4.05,1.81,702.661,1434,12.1046,,112.875366,-52.985887,TESS,6510
CONFIRMED,4.0197555,2.688,9750,9.57594,4.44,0.94,211.813,1062,11.5521,,89.130026,-5.01203,TESS,5216
FALSE POSITIVE,0.659752,0.6731474,1138.104792,4.3019481,4.26,1.25112,7130.686129,2343.70302,11.9732,,108.017449,-50.247778,TESS,5832
CANDIDATE,5.74984,3.734,17690,14.4892,4.42,1.08,329.499,1186,12.3193,,333.111347,-26.92637,TESS,6046
CONFIRMED,5.1750108,2.0076562,13020.07533,11.4726621,4.48,0.892685,162.7267425,910.9289033,11.6955,,134.957623,-48.488493,TESS,5177
CANDIDATE,3.36376,3.418,7030,10.7493,4.24,1.27,705.699,1435,12.1227,,83.913807,4.82797,TESS,5713.3
CONFIRMED,5.4361667,1.5419673,4797.128848,1.7175409,5.04944,0.211299,3.6311669,352.0718502,13.4102,,353.243538,-29.416487,TESS,3139
CANDIDATE,12.6826724,3.827,2490,5.24953,4.43,1.04,76.8372,824,11.4878,,132.898822,-16.386277,TESS,5851
CANDIDATE,4.8984239,3.752,9930,12.907,4.23,1.29,409.667,1253,12.2036,,137.31171,-19.778021,TESS,5774
FALSE POSITIVE,1.1792344,1.7572263,5398.699681,26.9739777,3.67,2.6058199,16257.69141,2879.946821,12.2186,,144.040606,-24.751118,TESS,6127.1
CONFIRMED,13.3368173,4.384,8210,11.2448,4.26,1.2,69.8726,805,12.5882,,61.68622,-16.755755,TESS,5517
CONFIRMED,4.31362,1.709,9490,8.01917,0.1,0.8,54.2011,755,11.2057,,319.498241,-22.049823,TESS,4929.5
CANDIDATE,6.1600755,1.808,18930,17.7265,4.29,1.19,64.3828,789,12.6389,,335.74211,30.573268,TESS,5669
CANDIDATE,3.1821969,3.0676639,3746.663839,9.3708418,4.4,1.3954,1042.576746,1449.26151,12.7119,,344.743989,-23.148028,TESS,5672.5
CANDIDATE,3.4972769,2.0988025,17834.08241,11.5840209,4.53,0.80797,192.6704823,950.2186404,13.3921,,31.617523,-56.19888,TESS,4940
CONFIRMED,5.4693888,1.8076781,32411.85599,11.5779216,4.61871,0.638902,27.5364506,584.247334,13.6521,,358.092047,-53.043156,TESS,3770
CONFIRMED,1.2730965,1.48,414,1.57925,4.5685,0.77,660.277,1412,9.926601,,349.231081,-18.606646,TESS,5024
CONFIRMED,5.2153618,5.5895721,5205.834734,17.7519701,3.73,2.3901401,1843.463272,1671.199788,9.4834,,0.325761,-8.926251,TESS,6067.2
CANDIDATE,5.0451188,1.8549863,13949.11556,18.0229867,4.5,1.16636,319.7861956,1078.536079,12.3643,,13.643588,-67.915159,TESS,5337
CANDIDATE,4.6612025,2.1408549,5135.665725,12.7709747,4.3,1.52373,823.9647363,1366.459946,11.4408,,356.375185,-16.114124,TESS,5884.5
CONFIRMED,2.1357026,1.9116457,29272.61849,11.6264152,4.33418,0.666652,96.5817843,799.5461856,13.3147,,36.156146,-65.000196,TESS,3678.2
CANDIDATE,3.1581288,2.3951941,16867.38517,13.5726225,4.33418,1.02417,242.6938695,1006.663799,13.5445,,26.965078,-61.686758,TESS,4367.6
CONFIRMED,2.7567395,2.3808565,9248.475992,13.8044661,4.26998,1.28427,1225.526373,1509.03883,10.5853,,4.603042,-15.267404,TESS,6034
CANDIDATE,1.3442724,4.6777347,44.3806696,10.50417995,4.33418,1.23,1758.08404,1651.504105,8.115,,118.388357,-63.769812,TESS,5788.7
CANDIDATE,2.3372423,1.4487311,11568.40085,10.5103504,4.5,0.910484,550.1159381,1235.18869,13.3922,,357.962301,-19.17848,TESS,5335
CONFIRMED,4.1567834,3.9413609,4830.185952,9.8517709,4.59,1.38831,941.6088632,1412.821789,10.9774,,358.408479,-10.118118,TESS,6362.5
CANDIDATE,2.1192866,1.5061152,1701.281814,8.4965052,4.2,1.99761,5317.363466,2177.929595,11.3641,,5.128602,-61.386174,TESS,7022
CANDIDATE,7.8369842,6.8077198,14532.94861,21.4721115,4.4,1.75826,434.3612918,1164.347268,12.937,,10.162056,-60.880424,TESS,5774.8
CANDIDATE,5.9123675,4.672,416,3.28952,3.87,1.76,697.86,1431,10.3998,,83.783703,-64.11662,TESS,6187.3
CANDIDATE,3.4072141,3.892,315,2.96344,3.87,1.76,2770.93,2021,10.3998,,83.783703,-64.11662,TESS,6187.3
CANDIDATE,9.1696498,4.9227951,186.1944669,2.4628421,3.87,1.76167,505.9586098,1209.618714,10.3998,,83.783703,-64.11662,TESS,6187.3
CANDIDATE,18.84184,3.184,5970,9.05304,4.35,1.1,30.3347,653,12.0585,,32.943352,-56.756226,TESS,5603
CANDIDATE,3.4977868,2.236,1790,3.47575,4.59,0.81,248.389,1105,11.9522,,178.890769,-10.029102,TESS,5356
CANDIDATE,7.8686762,4.0228111,10335.98617,11.8276114,4.43,1.13572,273.0364186,1036.75203,11.7622,,175.879369,-7.296091,TESS,6394
CANDIDATE,6.00327,3.947,4920,7.59354,4.37,1.06,271.529,1130,12.0749,,18.496744,-6.826842,TESS,5527
CANDIDATE,19.4061437,1.961,11150,8.75357,4.55,0.82,4.19986,398,11.6701,,173.703285,-25.604717,TESS,5099
CANDIDATE,5.4681892,1.814,4290,11.2463,4.16,1.61,251.65,1109,11.738,,175.472837,-21.796763,TESS,6597
CANDIDATE,19.4723016,4.2893299,1766.182839,3.6117414,4.5109,0.702945,9.9883786,453.4125095,10.7011,,14.75491,-44.160869,TESS,4333
FALSE POSITIVE,1.0339,1.404,520,5.37338,3.84,2.28,2619.59,1993,10.7961,,118.937216,-54.266268,TESS,6444
CANDIDATE,5.8681984,3.651,2639,18.1157,3.55,3.1,1402.27,1704,9.0982,,146.44726,-25.457737,TESS,6294
CANDIDATE,5.5094951,2.892,7700,8.55825,4.45,0.97,165.972,999,12.2668,,156.527712,-17.262814,TESS,5519
CONFIRMED,1.8098811,3.7636624,13033.56127,21.9555549,3.97,1.89121,5139.026625,2159.434157,9.02706,,26.632936,2.700389,TESS,6278.2
CANDIDATE,20.362741,4.5890238,1126.878247,4.2523478,4.35874,1.18003,75.428916,751.630191,11.1464,,98.442149,-74.190098,TESS,6142
FALSE POSITIVE,74.6068965,4.8874071,2304.723725,9.1295659,4.35874,1.18003,13.3540875,487.5546513,11.1464,,98.442149,-74.190098,TESS,6142
FALSE POSITIVE,74.6065192,3.6758167,2377.688756,9.5163991,4.35874,1.18003,13.3541775,487.555473,11.1464,,98.442149,-74.190098,TESS,6142
CANDIDATE,1.9792573,1.6873516,2235.664094,4.1930997,4.47278,0.756551,189.6799154,946.5097378,12.5515,,45.144066,-51.793599,TESS,4001
CONFIRMED,3.0766835,1.2491751,18848.56074,2.722618,5.0701,0.1966,6.6976166,410.2983965,14.3109,,8.806054,-3.372083,TESS,3163
CONFIRMED,2.7029187,1.6998642,5132.678283,3.7942392,4.71597,0.524573,44.0592242,657.0962083,12.5264,,49.746545,-46.458025,TESS,3596
CANDIDATE,9.4636148,3.061,5050,5.45543,4.59823,0.75,63.7261,787,11.9205,,18.24241,-32.966016,TESS,4935
CONFIRMED,1.3866519,2.3006751,14246.46655,12.9811619,4.438,1.07661,1879.934766,1679.40501,10.9571,,354.168696,-34.611304,TESS,6286
CONFIRMED,0.782765,1.2621481,519.1912192,1.7472713,4.52,0.727642,651.9082071,1288.743126,10.4238,,20.922457,-8.701794,TESS,4099
FALSE POSITIVE,13.4190392,5.9221882,4668.53687,12.4259675,3.9254,1.69269,165.23271,914.4158726,11.3882,,332.188392,-18.992719,TESS,5184.9
CONFIRMED,1.7771109,1.5669528,14073.50212,12.9084635,4.45645,0.97906,1043.212176,1449.482283,12.003,,344.873588,-60.447819,TESS,5627
CANDIDATE,0.5153654,1,37197.88579,12.0910878,4.63662,0.617346,484.4555527,1196.556566,14.9333,,340.976993,-53.428366,TESS,3558
CONFIRMED,8.2754608,3.755,6510,11.5451,4.24,1.39,130.93,942,12.4333,,57.338941,-60.787186,TESS,5515.2
FALSE POSITIVE,4.83266,2.308,830,4.9031,3.9,1.83,161.807,993,10.2589,,37.885227,-40.016204,TESS,5485.4
FALSE POSITIVE,25.86696,4.923,2240,7.41184,4.56,0.8,100.989,883,10.9166,,39.725259,-27.324227,TESS,5095
CANDIDATE,18.8812961,5.943,915,3.61081,4.14,1.35,103.276,888,10.4354,,53.270375,-56.588436,TESS,5924
FALSE POSITIVE,6.340315,4.249306,25410.70329,20.517917,4.28983,1.2666,400.7201062,1141.116626,12.5766,,4.451423,-38.110855,TESS,6083
CONFIRMED,5.84259,3.747,2670,11.8252,3.76,2.2,307.599,1166,10.8285,,14.826814,-19.771164,TESS,5707
CONFIRMED,4.3474,4.684,3520,10.753,3.93,1.79,786.037,1475,10.6918,,33.154021,-35.390918,TESS,5618
CANDIDATE,4.11641125,4.208,12640,14.2836,4.41,1.1,40.1659,701,9.5137,,53.467245,-57.621295,TESS,6057
FALSE POSITIVE,12.3750537,6.6166181,4155.610483,17.1909846,3.76326,2.36235,592.6032964,1258.376981,10.2845,,0.315071,-28.493223,TESS,6173.5
CANDIDATE,50.6939885,4.068,11200,8.48837,4.6039,0.78,2.93192,364,11.2415,,19.130697,-0.290103,TESS,5216
CANDIDATE,4.08165,2.691,460,2.38239,4.42,1.02,376.072,1226,9.97008,,43.811698,-20.78129,TESS,5716
CONFIRMED,1.30613,0.634,560,1.99844,4.58,0.68,62.7136,783,9.0138,,52.291732,-31.362867,TESS,4072
CANDIDATE,7.0846492,3.102328,591.5301151,2.1949984,4.57,0.842833,115.4006791,835.9337133,9.4752,,36.363902,1.057529,TESS,5517.8
CANDIDATE,1.10071,0.909,680,4.67495,4.14,1.59,1082.9,1598,10.3682,,46.558777,-9.810051,TESS,6409
CONFIRMED,0.224195,0.292,540,5.59553,4.58,0.68,2649.15,1998,9.5209,,37.765299,8.381625,TESS,4079
CANDIDATE,1.82738,1.491,870,8.96794,3.58,2.89,727.6,1446,10.1849,,45.112779,0.380842,TESS,6130.5
CANDIDATE,4.11641125,2.8686583,3377.160259,1.8103101,4.91599,0.308919,0.3819803,200.5072077,12.0349,,299.440244,56.971091,TESS,3323
CANDIDATE,4.11641125,5.0482027,1840.119678,3.7761104,4.55536,0.874994,29.6935087,595.3675075,10.5142,,219.338411,56.666184,TESS,5650.08
CANDIDATE,4.11641125,8.7302689,367.8233419,2.4101533,4.34633,1.2336,43.914471,656.555832,8.55595,,191.297899,72.123084,TESS,6291
CANDIDATE,5.1660127,3.01966,1263.532631,4.1062551,4.37728,1.11457,381.0617054,1126.856402,11.2571,,37.938574,-5.514987,TESS,5927
FALSE POSITIVE,1.9426003,1.0206743,504062.3799,10.50417995,4.438,1.23,1076.080474,1460.76696,16.2463,,68.226889,-32.88712,TESS,5780
CANDIDATE,14.3614789,4.0964994,2859.757771,5.0510341,4.438,0.946146,50.2582088,679.0808773,11.2212,,54.028395,1.933815,TESS,5283
CONFIRMED,7.397216,1.3164962,953.5477499,1.2711131,4.438,0.407103,6.6743946,409.942287,10.3475,,10.569754,-36.717974,TESS,3342
CANDIDATE,12.8900899,2.5413229,3520.69711,2.9698317,4.76582,0.46769,4.1214233,363.3971818,12.8332,,91.410152,-51.679614,TESS,3478
CANDIDATE,5.5514857,2.0186927,1282.32279,2.0319062,4.76582,0.46769,12.6719325,481.205367,12.8332,,91.410152,-51.679614,TESS,3478
FALSE POSITIVE,17.1217196,6.507,131000,10.2267,4.44944,1,204.585,1053,11.402,,65.100654,-31.081604,TESS,5762
CONFIRMED,15.6692322,4.562853,1393.38148,2.6868893,4.52845,0.732115,13.2931176,486.9971964,8.2969,,40.179861,1.199676,TESS,4214.44
CONFIRMED,0.3711334,0.4918187,2322.621815,1.4062147,4.95786,0.272233,204.4873602,964.4647664,13.1292,,43.316155,0.052337,TESS,3333
CANDIDATE,18.685862,5.4844,1215.952989,4.2075538,4.48242,0.987496,53.8374071,690.8611696,10.208,,50.942745,-31.265187,TESS,5926
CONFIRMED,4.11641125,8.291,8735,10.2185,4.43,1.04,44.5933,719,10.0127,,70.997586,-31.906637,TESS,5825
FALSE POSITIVE,9.0182016,3.08,492,3.54998,4.33,1.78,762.028,1463,10.0039,,80.740227,-53.76459,TESS,9671
CANDIDATE,19.7580247,3.198,483,3.80858,4.33,1.78,191.036,1035,10.0039,,80.740227,-53.76459,TESS,9671
CONFIRMED,16.6542431,7.792,10168,11.9082,4.43,1.08,362.642,1215,9.8999,,67.984371,-34.455533,TESS,6054
CANDIDATE,8.7709021,0.926,1107,12.5053,4.438,1.46,102.621,886,8.5509,,345.779176,-33.500473,TESS,6208
CANDIDATE,17.8832414,4.3420932,6750.487878,6.4171164,4.63305,0.776644,27.1279511,582.0683673,11.4894,,77.952525,6.795745,TESS,5426
FALSE POSITIVE,0.3438892,0.9696069,24850.39538,8.5611179,4.70217,0.540483,449.3159514,1174.242267,15.8552,,81.312676,-0.770748,TESS,3199
FALSE POSITIVE,0.9776805,0.7657397,965.3175192,3.3784252,4.33418,1.09813,1378.72548,1554.136642,11.1925,,93.098193,-50.930948,TESS,4456.2
CANDIDATE,4.4414275,1.393441,3375.818328,3.0014777,4.73522,0.502498,21.7489585,550.7815271,12.4223,,74.837485,12.936353,TESS,3609
CANDIDATE,8.5063687,2.8291905,968.2734253,2.5051088,4.45,0.82124,44.8115834,659.8835801,10.7047,,64.32265,-7.766009,TESS,4431.2
CANDIDATE,4.720489,1.8316316,47110.57064,14.6186346,4.74625,0.489916,18.2091901,526.8565787,12.986,,64.243824,14.771562,TESS,3553
CANDIDATE,4.11641125,1.8522307,1219.810709,2.8398685,4.55877,0.788051,20.0171149,539.4735051,9.588,,80.57987,10.575049,TESS,4968
CANDIDATE,14.1993538,2.5629666,1859.15715,2.7591068,4.63657,0.631569,9.8747938,452.1179596,10.8749,,70.167322,-12.890726,TESS,4045
CONFIRMED,3.7369689,1.9917422,310.4978088,2.3797323,4.25,1.32975,897.6872949,1396.050149,8.71008,,79.621529,1.253439,TESS,6092
CONFIRMED,19.1047019,3.2516728,1906.059625,2.9365337,4.59888,0.675093,8.5187297,435.7259839,9.3951,,82.143332,-39.373046,TESS,4195
CONFIRMED,7.8728937,3.7599578,14639.41553,15.0953,4.47933,1.26,166.5367856,916.2147815,11.2794,,24.167869,-50.659308,TESS,5070
CONFIRMED,6.1802614,4.1830206,5383.845837,13.7037465,4.08,1.73931,923.6302124,1406.029013,10.8243,,78.91982,16.278699,TESS,6513
CANDIDATE,12.8643168,4.7778345,6907.975498,17.4453322,4.41,1.82733,248.7479157,1012.88377,11.7884,,77.314465,-5.557409,TESS,5365
CANDIDATE,10.6079445,12.7030565,1233.939107,11.6613557,3.54495,3.2125199,1516.940178,1591.702371,9.0318,,88.090245,-48.09086,TESS,6481
CONFIRMED,3.7684981,2.727,19800,12.5471,4.49546,0.87,210.575,1061,12.3352,,87.679561,-27.623322,TESS,5160
CANDIDATE,3.759205,2.9961712,892.1135724,3.1563691,4.59,1.01507,685.837258,1305.193848,10.2994,,76.737031,-18.904621,TESS,6808.4
CONFIRMED,2.6266983,4.087,10650,18.7969,4.0609,1.77,2520.03,1973,12.0364,,76.867332,16.867695,TESS,6475
CANDIDATE,1.7556616,1.3491032,444.0879481,1.7738475,4.52554,0.808741,486.2678796,1197.674065,10.2712,,65.717639,-12.677035,TESS,4909
FALSE POSITIVE,24.4232697,3.788,1920,11.2009,3.75,2.37,62.1143,782,10.3598,,80.896099,-24.121296,TESS,6102
FALSE POSITIVE,2.3767548,3.225,7940,23.4044,3.8,2.57,2690.9,2006,10.6749,,70.308489,-15.672123,TESS,6931
CONFIRMED,3.4252563,2.4617762,14223.17267,14.3752921,4.42136,1.11655,546.4855387,1233.145772,11.9116,,1.04657,-47.360635,TESS,5540
CANDIDATE,7.1853092,2.347,800,2.12356,4.56,0.74,37.1797,687,10.0632,,70.428548,-0.600003,TESS,4562
CANDIDATE,6.5857043,2.777,1420,13.2476,3.55,2.88,891.424,1522,10.4723,,66.514805,-12.51168,TESS,5908.4
CANDIDATE,4.11641125,6.71,390,3.35556,4,1.69,232.874,1088,8.94848,,67.042733,-3.145653,TESS,5824
CANDIDATE,1.2311781,2.756,3562,17.567,4.21,1.53,27258.8,3579,10.5347,,74.374979,10.416737,TESS,6589.1
CANDIDATE,4.278752,4.11,220,5.33342,4.33418,3.5,479.761,1303,7.82622,,79.844207,3.122675,TESS,4971
FALSE POSITIVE,15.7925628,2.823,1190,4.82429,4.16,1.37,24.617,620,10.7302,,76.524234,10.594174,TESS,5600
CANDIDATE,34.7769296,5.598,1383,12.9584,4.09,1.96,511.815,229,10.2422,,79.742457,15.203062,TESS,7505.2
CANDIDATE,2.6473916,2.8595222,568.2994163,2.737769,4.34,1.1287,871.0969851,1385.595223,10.6827,,73.554354,1.233623,TESS,5748
CANDIDATE,36.8382429,4.9462843,965.1649482,3.7858994,4.08,1.2099299,24.2324067,565.8728882,9.354,,79.709348,-36.037694,TESS,5363.1
CANDIDATE,5.9910569,3.4644509,411.3820085,2.3197704,3.84,1.12148,283.6891271,1046.719759,8.4642,,34.684283,-54.859725,TESS,5711.7
FALSE POSITIVE,11.3543085,3.414,2190,9.40688,3.98,1.92,115.756,913,10.8256,,75.174905,-34.815988,TESS,6421
CANDIDATE,11.994832,3.374,1260,3.11124,4.56,0.86,57.2917,766,10.6675,,77.804406,2.427361,TESS,5567
CANDIDATE,14.9315582,4.729,590,1.58293,4.33418,0.61,41.9664,709,9.6254,,71.518246,-15.343431,TESS,4779.1
FALSE POSITIVE,1.4853364,1.302,650,4.86539,4.19,1.51,1309.65,1675,10.1217,,89.835166,-49.469569,TESS,6137.7
CANDIDATE,8.3272872,2.517,2970,5.183,4.54,0.89,63.8466,787,10.8945,,219.734215,37.02674,TESS,5632
CONFIRMED,11.2347982,6.217,4780,12.196,4.01,1.72,262.58,1121,10.9687,,205.204322,22.983969,TESS,6016.4
CANDIDATE,1.5411764,1.535,1510,3.17311,4.33418,0.77,233.78,1089,11.1869,,59.85217,-36.476026,TESS,4307.3
CANDIDATE,3.4024655,3.141,14990,15.364,4.3,1.21,695.002,1430,12.8466,,42.888322,-81.006992,TESS,5822
CANDIDATE,10.7668398,4.2439843,1933.681101,10.5027085,4.4,2.3196101,469.63841,1187.300503,10.6292,,347.136174,-45.026493,TESS,5394
CANDIDATE,6.6153188,2.3345844,1341.372022,2.2695325,4.59257,0.603418,25.0078015,570.3462995,11.2738,,14.080026,-38.949234,TESS,4157
CANDIDATE,4.11641125,7.474737,4407.573531,7.8938765,4.27837,1.17142,83.2609761,770.4245689,11.2759,,73.124509,-36.257098,TESS,5459
FALSE POSITIVE,10.1004307,4.977,13680,17.4827,4.22,1.49,260.172,1118,11.6749,,90.099738,5.11447,TESS,6519
CANDIDATE,4.11641125,2.0935301,1704.331371,2.6595119,4.62878,0.652251,11.3795177,468.4364849,11.433,,89.746248,-21.575094,TESS,4242
CANDIDATE,8.3761316,1.976,9060,9.53663,4.49858,0.9,68.1559,800,10.7202,,90.159529,0.131482,TESS,5376
CANDIDATE,2.4087648,1.881,590,2.23597,4.49858,0.9,415.189,1257,10.7202,,90.159529,0.131482,TESS,5376
CANDIDATE,7.795385,1.6941573,2783.912923,1.8939264,4.8711,0.352909,4.92634,379.9713444,12.2285,,104.827007,-4.828274,TESS,3356
CANDIDATE,1.5746828,1.9286406,77503.51008,22.9576146,4.66823,0.579963,71.4965163,741.6362852,14.1969,,91.196155,-32.580197,TESS,3273
CONFIRMED,10.655694,7.8236322,2103.657876,11.7630857,3.79727,2.49897,997.808531,1433.446712,9.14112,,90.062588,11.884058,TESS,6715
CONFIRMED,3.7382381,2.975208,1316.462276,4.774123,4.25146,1.2906801,790.4759269,1352.358739,10.844,,95.41622,11.251648,TESS,5938
